,Product Name,Price,Rating,About,Top Review
405,"KENT Supreme Alkaline Water Purifier (11113), Smart Alkaline Technology, Multiple Purification Process, RO+UV+UF+Alkaline+TDS Control, UV LED Light in Storage Tank, Pack of 1 Water Purifier","16,949.",4.3 out of 5 stars,"About this item    Multiple purification by RO+UV+UF+Alkaline+ TDS Control which removes even dissolved impurities such as arsenic, rust, pesticides & fluorides, and kills bacteria and viruses to make water 100% pure and suitable for drinking    The Alkaline feature in this purifier enhances the pH of the purified water up to 9.5, and thus, provides alkaline and healthy drinking water    Alkaline water helps in reducing acidity, regulates body’s pH levels, boosts your immunity, and fortifies your health    TDS control system allows adjustment of tds level of purified water which retains essential natural minerals in drinking water    UV LED Light in the storage tank keeps purified water bacteria free and pure","Overall RO is good but Kent doesn't give prefilter,so prefilter should be added in the box at time of installation so they don't ask to add to prefilter at the time of installation to the customer. Company must add this prefilter in the total cost of RO.
Read more"
406,"akiara - Makes life easy Electric Handy Sewing/Stitch Handheld Cordless Portable White Sewing Machine for Home Tailoring, Hand Machine | Mini Silai | White Hand Machine with Adapter",723.,3.1 out of 5 stars,"About this item    Mini hand Sewing Machine Stapler style is quick and easy to use. This mini stapler style sewing machine helps you hem your clothes with ease and is ideal for small, emergency repairs.    This electric hand held single stitch sewing machine makes it so much faster and easier than using a needle, saving you time and money.    60 Sewing Speed : DIY Sewing: The crafting machine is easy to use and carry, beginner or master can make some DIY handkerchief, Cloth toys, patchwork, simple embroidery or arts crafts with terry, master can operate it to handkerchief, Cloth toys, patchwork. Good handheld sewing machine for home use.Power Requires in this Hand Stitching Machine: DC 6v power Adaptor (Included) or 4 AA batteries (Not included). Power Adapter saves cost of 4 Batteries.    Compact and lightweight, Durable and long-lasting use. Stapler Style Machine for stitching saree blouse.    Item Dimension: 22 X 14.5 X 5.5cm, Sewing Machine Stapler is One Hand Operation.","It is very handy but while sewing threading coming out at the end
Read more"
407,"Kitchen Mart Stainless Steel South Indian Filter Coffee Drip Maker, Madras Kappi, Drip Decotion Maker 200ml small size (2-4 Cup)",285.,4.1 out of 5 stars,About this item    Capaciy: 2000ML (Makes upto 2 cups of coffee Decoction)    Item package quantity: 1 Coffee Filter    item is small size,"The product is very easy to use. It took me only 10 minutes to get a freshly brewed coffee.
Read more"
408,"Havells D'zire 1000 watt Dry Iron With American Heritage Sole Plate, Aerodynamic Design, Easy Grip Temperature Knob & 2 years Warranty. (Mint)",787.,4.1 out of 5 stars,About this item    American heritage original imported golden nonstick coating on sole plate    Easy to see pilot light    Easy grip fabric selector knob    360 degree cord swivel    Warranty: 2 year on product    Includes: 1 Dry iron and Instruction Manual    Cotton and silk braided; Temperature control dial for various fabrics,"First I reserved defected product then but it’s okay after repair
Read more"
409,wolpin 1Pc Fridge Cover for Top with 6 Utility Pockets Designer Daisy Prints Waterproof,199.,3.9 out of 5 stars,"Wolpin Refrigerator top Covers are of standard size, and fit all single-door refrigerators. It's waterproof and has 6 side pockets for storing small items like spatula, notes, brushes etc.    This fridge cover single door is waterproof, stain-resistant & easy to clean.    Material and Size: PVEA, 130 x 50 cm    Package content: 1 Pc premium quality fridge top cover with storage pockets    This daisy print stylish print fridge cove is a great option if you are looking for a fridge cover. Standard size product & can be used with all major refrigerators.","Worth for the cost and useful
Read more"
410,,,,,
411,"Kuber Industries Multipurpose Refrigerator Drawer Mat|Circle Design & Water Proof Pvc Material|Size-48 Cm X 33 Cm, Pack Of 6 (White, Polyvinyl Chloride)",198.,4.2 out of 5 stars,"About this item    PACKAGE CONTAIN: 6 Piece Fridge Mat    MATERIAL: PVC, COLOR: White    PRODUCT DIMENSION: 48 x 33 x 1 CM    MULTIFUNCTIONAL: Odour and stains-free, mildew and moisture-free, waterproof, antibacterial antifouling mildew anti-oil moisture absorption table mats, safe to place produce, fruit and vegetables    EASY TO CLEAN: Easy to clean and wash, stain resistant, waterproof, anti-bacterial, food grade Protects shelves and drawers from dampness","Nice product as expected from Amazon
Read more"
412,"Symphony Diet 3D 55i+ Portable Tower Air Cooler For Home with 3-Side Honeycomb Pads, Magnetic Remote, i-Pure Technology and Automatic Pop-Up Touchscreen (55L, White & Black)","10,296.",3.2 out of 5 stars,"About this item    Coverage Area: This sleek and efficient tower cooler is suitable for rooms up to 16 square meters of the area under ideal conditions    Unique i-Pure Technology: To provide clean air, the i-Pure Technology with its multistage filter combats air pollution, odor-causing microorganisms, and allergies. For better and more effective cooling keep your doors and windows open    High-Efficiency Cooling: Featuring a long-lasting dura pump, 3-sides honeycomb pads to retain water for a longer duration, and a cool flow dispenser that distributes water evenly, this cooler provides 3D cooling in hot summer weather    Low Power Consumption: This cooler for room is an affordable way to stay cool as it uses only 145 watts (approximately), which is equivalent to the running cost of a fan. No more worries of power cuts as it operates on inverters too    Tank Capacity: When it comes to water capacity, this air cooler has a large 55-liter tank with an empty water tank alarm that lets you know when it needs to be refilled    Powerful Blower: The high-speed blower instantly cools your room, so now enjoy your summers comfortably    Easy-to-Use: Automatic pop-up touchscreen and magnetic remote offers ease of operation while adding to its modern and elegant appearance    
   SMPS Technology: To keep you safe, this technology will automatically shut off the cooler in the event of voltage fluctuations Warranty: Symphony Diet 3D 55i+ Personal Cooler comes with one year warranty from the date of purchase only on manufacturing defects Package Inclusion: 1 Unit Air Cooler, 4 Unit Castor Wheels, 4 Unit Legs, 1 Unit Remote   Show More","When you turn on power it takes a lot of time to lift up the touchscreen and respond to touches. Touchscreen is cheap and made of plastic. You can clearly see the knobs underneath. Remote doesn't work at all angles.Also on turning it off and leaving it plugged in, it sometimes makes a weird and loud humming noise.Don't buy this.
Read more"
413,"Bajaj PYGMY 178mm White Personal Fan, Regular","1,649.",4.1 out of 5 stars,"About this item    4 hrs battery backup and USB charger    High Speed with silent operation    Pygmy Personal fan is rechargeable and comes with LED lioght; 1 year manufacturer warranty    It comes with a size of 243mm L x 99mm W x 325mm H, Blade Sweep Size: 110 mm    Material Type: Plastic; Mounting Type: Tabletop","I am using it for a month and I am happy with the performance . It give 4hrs backup on low speed i.e speed 1It takes long time to charge . I think battery backup should be increased in upcoming versions and the size of fan blade is slightly small . I am a student and I use it during studies , it helps a lot during studies in temperature of 43°C . For 1500 rs best fan .
Read more"
414,"Samsung 23 L Solo Microwave Oven (MS23J5133AG/TL, Healthy Cook, Black)","6,990.",4.3 out of 5 stars,"About this item    Capacity 23 L : Suitable for families with 3 to 4 members    Solo Microwave Oven : Can be used for reheating, defrosting and cooking    1 year standard warranty on Product, 10 year warranty on Ceramic Enamel Cavity    Control : Touch Key Pad (Membrane) is sensitive to touch and easy to clean    No.of Programs : Vegetables/Grains, Poultry/Seafood, My Plate, Power Defrost, Soften/Melt, Keep Warm, Microwave, Memory Cook, Deodorization, Kitchen Timer, Clock, Child Lock, Eco Mode, 30 Sec +    Special Features : Food Warming, Soften/Melt, Ceramic Enamel Cavity    Key Feature : Healthy Cooking - Up to 16 recipes are preprogrammed for your convenience. Easily cook everything-from green beans to brown rice, boneless chicken breast to Grilled salmon steaks-confident that the result will be moist and flavorful food | 6 Power Levels | Child Safety Lock: Ensures complete safety especially for homes with young children | Output Power (Microwave) - 800 W | Power Consumption (Microwave) - 1150 W    Included in the Box : 1 Unit Convection Microwave Oven, 1 Unit Glass Turntable, 1 Quick Guide Label","Have been using this product consistently, and to my surprise, it did not have even a single hiccup in the past 2 years. Very satisfied with the performance and easy to use. 1 star lesser shared for the customer services provided by the calling centers.
Read more"
415,V-Guard Mini Crystal Supreme TV Stabilizer | Applicable for Smart TV's up to 82cm(32') +Set Top Box |1.3 Ampere Capacity |LED Indicator| 3 Year Warranty | Black,"1,709.",4.4 out of 5 stars,"About this item    Suitable for TVs up to 82 cm (32”): Mini Crystal Supreme TV stabilizer is designed to accommodate TVs up to 82 cm (32”) in size. Whether you have a compact TV or a large screen, Mini Crystal Supreme provides the ideal power protection solution    Home Theatre System/Gaming Console Compatibility: Mini Crystal Supreme stabilizer for TV is not only designed for TVs but also compatible with home theatre systems and gaming consoles. Connect all your entertainment devices to Mini Crystal Supreme and enjoy uninterrupted and safe entertainment experiences    Initial Time Delay System: Mini Crystal Supreme stabilizer for TV is equipped with an initial time delay system that effectively extends the life of your TV's compressor. By providing a gradual power supply, it reduces the strain on the compressor, preventing premature wear and tear    Built-in Thermal Overload Protection: Rest easy knowing that Mini Crystal Supreme is equipped with a built-in thermal overload protection mechanism. This feature detects excessive heat and automatically shuts down the power supply, protecting your TV from potential damage caused by overheating    High and Low Voltage Cut Off: Voltage fluctuations can be detrimental to your TV's performance. With Mini Crystal Supreme TV stabilizer, you can bid farewell to worries about high or low voltage issues. It intelligently cuts off power supply during voltage spikes and dips, keeping your TV safe from voltage-related damage    
› See more product details","Received the product but extra fuse was missing in the packaging.
Read more"
